id,x,y,w,age
U0872,6.128,7.04,C,73
U0873,0.94,1.324,A,66
U0874,10.496,9.871,D,70
U0875,2.562,5.178,B,27
U0876,5.221,7.617,C,28
U0877,9.889,10.225,D,79
U0878,3.617,5.002,B,30
U0879,5.175,7.754,C,23
U0880,10.475,9.527,D,43
U0881,6.291,7.296,C,59
U0882,10.604,9.573,D,34
U0883,3.547,4.382,B,73
U0884,8.526,6.771,C,19
U0885,2.777,0.147,A,28
U0886,8.385,10.289,D,71
U0887,0.452,1.708,A,24
U0888,3.769,4.04,B,67
U0889,8.516,6.301,C,25
U0890,9.874,10.058,D,35
U0891,1.617,0.226,A,30
U0892,7.796,7.125,C,39
U0893,7.408,6.593,C,37
U0894,10.243,10.414,D,78
U0895,4.236,3.991,B,73
U0896,7.31,7.739,C,59
U0897,5.199,3.549,B,25
U0898,11.054,9.2,D,45
U0899,10.566,11.148,D,76
U0900,10.221,8.696,D,65
U0901,9.697,9.42,D,50
U0902,7.672,6.535,C,35
U0903,7.072,8.123,C,54
U0904,10.301,8.443,D,
U0905,2.007,1.113,A,44
U0906,7.292,7.525,C,79
U0907,8.967,9.971,D,76
U0908,7.937,6.802,C,47
U0909,7.731,6.757,C,22
U0910,10.288,9.99,D,47
U0911,5.616,8.329,C,55
U0912,11.321,8.223,D,18
U0913,0.629,0.702,A,37
U0914,3.737,4.361,B,70
U0915,12.127,8.907,D,48
U0916,0.742,1.141,A,28
U0917,6.451,3.666,B,24
U0918,11.514,10.149,D,37
U0919,9.823,10.067,D,60
U0920,0.366,0.64,A,50
U0921,10.426,10.149,D,30
U0922,7.671,6.721,C,66
U0923,1.991,0.409,A,34
U0924,1.251,-0.363,A,47
U0925,8.703,10.537,D,66
U0926,8.094,5.928,C,24
U0927,0.269,2.109,A,35
U0928,-0.146,1.196,A,18
U0929,3.491,4.624,B,23
U0930,6.711,6.195,C,44
U0931,1.779,1.628,A,62
U0932,2.515,5.145,B,58
U0933,3.517,4.035,B,66
U0934,7.504,6.156,C,33
U0935,7.589,6.235,C,44
U0936,6.242,6.426,C,23
U0937,3.957,8.465,C,77
U0938,7.528,6.448,C,66
U0939,4.222,3.667,B,69
U0940,7.723,7.133,C,30
U0941,1.756,0.323,A,60
U0942,11.117,9.269,D,54
U0943,1.793,0.513,A,38
U0944,9.646,10.204,D,56
U0945,9.602,9.407,D,40
U0946,4.796,3.115,B,30
U0947,4.234,4.056,B,41
U0948,7.59,10.476,D,70
U0949,10.933,9.253,D,37
U0950,6.442,3.321,B,35
U0951,6.611,7.108,C,64
U0952,10.364,10.58,D,51
U0953,0.792,0.332,A,28
U0954,9.266,11.023,D,
U0955,1.566,1.928,A,39
U0956,12.07,8.932,D,34
U0957,3.249,4.567,B,32
U0958,-0.013,1.354,A,36
U0959,3.719,4.681,B,59
U0960,0.019,1.122,A,51
U0961,-0.451,2.22,A,36
U0962,6.927,7.536,C,51
U0963,-0.725,0.672,A,24
U0964,1.238,1.068,A,44
U0965,10.991,9.665,D,33
U0966,9.609,9.368,D,77
U0967,11.547,10.324,D,47
U0968,4.585,3.712,B,70
U0969,10.821,10.145,D,63
U0970,3.005,3.832,B,48
U0971,7.259,6.629,C,37
U0972,5.948,6.418,C,62
U0973,-0.144,0.893,A,68
U0974,5.687,7.384,C,66
U0975,3.65,4.023,B,33
U0976,6.181,7.67,C,55
U0977,9.217,10.636,D,26
U0978,5.022,2.589,B,41
U0979,0.526,1.417,A,61
U0980,6.579,6.637,C,23
U0981,4.358,3.948,B,67
U0982,5.203,2.906,B,63
U0983,11.277,10.054,D,56
U0984,6.492,7.605,C,39
U0985,2.978,-0.047,A,36
U0986,5.989,7.829,C,41
U0987,10.847,9.246,D,51
U0988,7.402,6.609,C,77
U0989,10.479,9.311,D,44
U0990,5.48,7.766,C,27
U0991,11.179,9.44,D,75
U0992,4.007,4.601,B,58
U0993,2.388,4.634,B,43
U0994,0.924,1.058,A,47
U0995,7.425,7.157,C,46
U0996,10.173,9.693,D,18
U0997,0.825,1.592,A,34
U0998,10.289,9.089,D,55
U0999,3.589,-0.811,A,48
U1000,8.37,10.921,D,30
U1001,4.187,3.621,B,76
U1002,8.96,11.129,D,26
U1003,4.075,4.454,B,38
U1004,6.133,2.982,B,61
U1005,9.704,10.104,D,47
U1006,-0.801,1.49,A,53
U1007,1.657,0.82,A,66
U1008,1.831,1.037,A,71
U1009,10.203,10.38,D,18
U1010,8.676,10.354,D,61
U1011,0.617,1.695,A,62
U1012,0.87,1.444,A,71
U1013,3.536,4.172,B,58
U1014,3.609,3.343,B,55
U1015,7.389,7.302,C,22
U1016,7.54,6.362,C,38
U1017,6.878,7.028,C,34
U1018,7.64,6.739,C,72
U1019,7.967,1.978,B,48
U1020,10.235,10.815,D,69
U1021,6.729,7.12,C,60
U1022,0.371,1.469,A,66
U1023,9.711,9.79,D,42
U1024,-0.744,1.487,A,66
U1025,0.039,1.594,A,58
U1026,6.685,7.587,C,45
U1027,1.106,1.497,A,45
U1028,-0.439,1.552,A,61
U1029,7.98,6.928,C,46
U1030,11.422,10.145,D,50
U1031,9.745,10.329,D,37
U1032,6.215,7.435,C,53
U1033,7.085,5.728,C,31
U1034,10.527,9.759,D,64
U1035,2.612,4.621,B,80
U1036,10.961,10.467,D,40
U1037,4.015,3.421,B,33
U1038,1.103,1.421,A,58
U1039,2.33,5.159,B,69
U1040,7.305,7.651,C,78
U1041,1.015,0.641,A,57
U1042,0.215,1.647,A,32
U1043,6.676,7.226,C,80
U1044,11.806,9.426,D,69
U1045,1.375,1.188,A,18
U1046,4.325,4.819,B,21
U1047,9.809,9.363,D,26
U1048,9.892,10.399,D,25
U1049,2.325,4.253,B,70
U1050,1.607,0.774,A,76
U1051,9.359,10.328,D,27
U1052,9.938,9.934,D,24
U1053,9.53,10.532,D,30
U1054,8.473,6.292,C,56
U1055,7.527,6.89,C,22
U1056,3.708,4.894,B,76
U1057,10.013,9.933,D,78
U1058,1.783,4.285,B,28
U1059,1.155,1.651,A,41
U1060,10.953,8.867,D,36
U1061,10.467,10.639,D,48
U1062,-0.64,1.304,A,45
U1063,1.979,0.665,A,71
U1064,1.514,0.338,A,
U1065,3.131,-0.465,A,31
U1066,0.206,0.109,A,55
U1067,10.06,9.964,D,48
U1068,8.542,6.802,C,68
U1069,3.592,3.162,B,38
U1070,9.589,9.558,D,46
U1071,3.998,3.512,B,49
U1072,7.99,7.089,C,71
U1073,10.66,10.382,D,41
U1074,5.794,8.263,C,72
U1075,5.628,7.523,C,36
U1076,8.923,5.988,C,
U1077,2.668,0.247,A,77
U1078,8.23,5.838,C,36
U1079,11.924,9.516,D,58
U1080,0.38,1.563,A,43
U1081,0.402,0.742,A,41
U1082,11.318,8.545,D,21
U1083,1.54,0.645,A,58
U1084,2.719,4.714,B,78
U1085,9.11,10.752,D,35
U1086,-1.035,2.368,A,51
U1087,1.885,0.115,A,74
U1088,2.0,0.991,A,32
U1089,5.194,3.693,B,74
U1090,5.044,7.682,C,57
U1091,1.623,0.822,A,70
U1092,11.285,9.914,D,
U1093,7.58,5.823,C,76
U1094,2.105,4.987,B,32
U1095,8.995,10.415,D,66
U1096,4.043,3.765,B,54
U1097,0.726,0.858,A,57
U1098,3.188,-0.156,A,35
U1099,5.14,5.252,B,65
U1100,10.331,9.882,D,60
U1101,8.132,10.721,D,61
U1102,6.569,2.58,B,80
U1103,8.541,6.826,C,50
U1104,2.146,5.005,B,48
U1105,2.574,4.54,B,39
U1106,2.71,1.065,A,80
U1107,9.418,9.959,D,31
U1108,9.773,10.295,D,
U1109,6.701,7.987,C,61
U1110,6.137,7.163,C,50
U1111,-0.825,2.096,A,60
U1112,7.601,7.307,C,33
U1113,3.833,4.099,B,46
U1114,7.212,6.487,C,61
U1115,7.044,7.812,C,22
U1116,1.247,1.033,A,47
U1117,4.391,3.447,B,48
U1118,9.403,10.063,D,46
U1119,9.891,10.439,D,70
U1120,11.39,9.71,D,61
U1121,-0.145,1.337,A,45
U1122,7.076,7.354,C,65
U1123,4.001,3.332,B,28
U1124,0.938,1.256,A,42
U1125,0.714,0.483,A,74
U1126,7.101,7.069,C,61
U1127,1.16,1.899,A,70
U1128,7.21,6.959,C,29
U1129,11.653,9.034,D,54
U1130,1.769,0.333,A,23
U1131,4.9,4.412,B,28
U1132,5.497,7.914,C,
U1133,6.341,6.973,C,60
U1134,6.743,6.469,C,76
U1135,5.637,7.945,C,79
U1136,4.388,3.666,B,25
U1137,0.236,1.415,A,20
U1138,1.307,0.809,A,39
U1139,0.111,2.038,A,32
U1140,4.526,4.049,B,37
U1141,10.267,10.372,D,23
U1142,8.353,11.446,D,55
U1143,1.152,0.382,A,79
U1144,6.996,7.881,C,65
U1145,9.622,10.462,D,76
U1146,7.806,7.698,C,60
U1147,9.714,10.815,D,51
U1148,0.529,1.074,A,58
U1149,4.351,8.197,C,53
U1150,1.405,0.024,A,23
U1151,10.074,10.25,D,48
U1152,6.072,7.411,C,44
U1153,6.157,6.763,C,78
U1154,6.19,7.01,C,19
U1155,9.857,9.482,D,65
U1156,1.11,1.414,A,26
U1157,7.867,7.552,C,47
U1158,1.205,0.493,A,64
U1159,8.093,11.24,D,79
U1160,0.841,0.713,A,
U1161,11.331,9.225,D,50
U1162,6.95,6.584,C,54
U1163,10.031,10.446,D,44
U1164,8.666,6.065,C,61
U1165,9.392,9.858,D,40
U1166,4.546,4.042,B,78
U1167,10.365,9.904,D,26
U1168,6.747,7.0,C,72
U1169,6.461,7.533,C,22
U1170,4.673,3.495,B,35
U1171,10.159,9.247,D,28
U1172,11.112,9.679,D,60
U1173,5.801,7.31,C,77
U1174,8.269,5.926,C,69
U1175,3.96,3.759,B,20
U1176,3.238,4.371,B,65
U1177,2.297,0.505,A,76
U1178,8.902,10.689,D,74
U1179,9.377,9.738,D,69
U1180,2.729,4.566,B,76
U1181,1.816,1.636,A,27
U1182,6.535,7.571,C,23
U1183,-0.048,0.86,A,60
U1184,5.875,7.796,C,42
U1185,0.428,1.063,A,28
U1186,7.598,6.451,C,27
U1187,11.04,9.114,D,35
U1188,4.73,4.258,B,59
U1189,5.246,4.094,B,51
U1190,10.282,9.144,D,
U1191,0.204,0.626,A,60
U1192,4.603,3.61,B,62
U1193,11.02,10.899,D,
U1194,6.179,7.175,C,50
U1195,10.659,9.959,D,77
U1196,7.828,10.978,D,74
U1197,3.048,4.585,B,30
U1198,6.011,6.221,C,80
U1199,7.054,6.249,C,63
U1200,8.407,6.265,C,35
U1201,4.66,3.628,B,26
U1202,8.384,6.111,C,77
U1203,0.714,0.608,A,
U1204,8.173,7.082,C,65
U1205,1.716,0.568,A,36
U1206,6.535,7.987,C,28
U1207,10.151,9.338,D,46
U1208,9.353,10.242,D,28
U1209,8.439,5.69,C,66
U1210,2.423,1.131,A,21
U1211,3.173,0.54,A,47
U1212,2.561,0.739,A,32
U1213,8.357,6.345,C,47
U1214,5.244,3.708,B,62
U1215,9.338,9.63,D,31
U1216,0.488,1.388,A,60
U1217,1.337,0.616,A,28
U1218,0.434,1.266,A,29
U1219,2.951,5.104,B,73
U1220,3.714,3.713,B,36
U1221,7.111,6.735,C,61
U1222,12.461,9.328,D,35
U1223,11.697,8.93,D,74
U1224,4.011,4.281,B,35
U1225,7.939,6.701,C,20
U1226,-0.106,1.02,A,31
U1227,9.774,10.141,D,22
U1228,7.917,5.964,C,53
U1229,0.713,1.477,A,21
U1230,9.838,10.229,D,54
U1231,8.55,10.93,D,28
U1232,8.96,10.699,D,40
U1233,11.394,9.577,D,63
U1234,1.711,0.488,A,55
U1235,2.558,-0.347,A,51
U1236,8.048,7.235,C,52
U1237,9.761,10.262,D,25
U1238,1.109,0.567,A,60
U1239,8.208,6.554,C,37
U1240,10.939,9.586,D,30
U1241,9.336,10.085,D,41
U1242,9.972,8.089,D,18
U1243,8.324,6.059,C,27
U1244,12.644,8.756,D,
U1245,9.617,10.206,D,73
U1246,9.836,9.981,D,64
U1247,5.559,2.899,B,70
U1248,3.988,4.563,B,28
U1249,4.208,3.271,B,80
U1250,6.484,7.97,C,21
U1251,7.889,6.519,C,72
U1252,6.332,6.828,C,33
U1253,8.128,10.774,D,60
U1254,0.854,1.051,A,28
U1255,4.735,3.537,B,59
U1256,5.192,4.277,B,46
U1257,4.498,3.632,B,34
U1258,6.784,6.86,C,
U1259,6.819,6.866,C,76
U1260,6.53,7.404,C,74
U1261,2.838,4.707,B,74
U1262,9.037,10.031,D,77
U1263,10.557,9.872,D,71
U1264,8.713,6.61,C,71
U1265,5.789,8.483,C,61
U1266,0.36,0.475,A,67
U1267,4.004,4.09,B,71
U1268,0.237,1.51,A,
U1269,9.329,10.719,D,74
U1270,-0.061,1.386,A,49
U1271,3.796,3.535,B,
U1272,3.961,3.827,B,64
U1273,0.6,0.709,A,29
U1274,8.906,10.692,D,41
U1275,0.555,0.509,A,22
U1276,3.75,3.486,B,46
U1277,0.185,0.814,A,71
U1278,4.02,4.242,B,56
U1279,1.482,0.267,A,33
U1280,0.732,1.01,A,51
U1281,5.327,3.668,B,39
U1282,1.943,0.654,A,70
U1283,6.814,6.44,C,59
U1284,1.371,1.268,A,52
U1285,9.743,10.715,D,35
U1286,8.641,11.442,D,69
U1287,11.138,9.016,D,24
U1288,1.826,4.414,B,74
U1289,3.534,4.111,B,22
U1290,8.297,6.72,C,38
U1291,1.347,0.658,A,74
U1292,4.803,3.929,B,22
U1293,4.582,3.292,B,57
U1294,1.094,1.1,A,43
U1295,6.388,2.872,B,57
U1296,3.632,3.975,B,48
U1297,7.407,5.962,C,41
U1298,2.581,4.878,B,59
U1299,10.492,8.418,D,69
U1300,7.661,7.607,C,80
U1301,0.748,-0.003,A,22
U1302,3.592,4.32,B,66
U1303,3.452,3.57,B,27
U1304,0.925,0.992,A,31
U1305,0.383,0.301,A,22
U1306,6.543,7.337,C,74
U1307,4.86,7.579,C,
U1308,9.39,9.982,D,42
U1309,10.398,10.184,D,
U1310,2.667,0.741,A,68
U1311,4.14,3.871,B,45
U1312,6.171,7.206,C,47
U1313,5.102,4.519,B,27
U1314,2.618,0.142,A,59
U1315,10.502,9.152,D,21
U1316,9.426,9.386,D,51
U1317,3.822,4.851,B,27
U1318,4.838,3.875,B,63
U1319,4.304,3.775,B,27
U1320,9.397,10.45,D,28
U1321,0.68,0.861,A,63
U1322,0.972,1.142,A,45
U1323,0.73,1.029,A,74
U1324,8.638,9.375,D,52
U1325,3.341,3.94,B,32
U1326,3.819,2.575,B,73
U1327,7.203,6.771,C,71
U1328,9.605,10.317,D,55
U1329,3.689,3.86,B,29
U1330,6.773,7.504,C,56
U1331,8.103,11.093,D,22
U1332,1.518,0.849,A,55
U1333,0.848,1.175,A,18
U1334,5.376,3.761,B,63
U1335,-2.219,3.377,A,46
U1336,9.1,10.06,D,66
U1337,6.648,7.276,C,74
U1338,7.138,7.341,C,47
U1339,4.158,3.401,B,47
U1340,0.571,0.68,A,51
U1341,1.767,0.421,A,72
U1342,6.512,6.773,C,63
U1343,8.706,10.018,D,
U1344,-0.551,1.178,A,77
U1345,6.481,6.663,C,44
U1346,7.37,6.475,C,37
U1347,6.198,7.059,C,27
U1348,2.357,4.526,B,41
U1349,6.708,6.355,C,67
U1350,7.722,6.608,C,59
U1351,10.395,9.488,D,61
U1352,9.458,10.962,D,65
U1353,7.238,7.101,C,51
U1354,10.07,9.712,D,20
U1355,2.915,4.419,B,76
U1356,2.335,4.681,B,25
U1357,1.149,0.013,A,56
U1358,9.743,9.84,D,37
U1359,4.452,3.815,B,
U1360,3.512,3.746,B,31
U1361,10.683,10.179,D,57
U1362,7.127,11.707,D,19
U1363,4.919,3.138,B,53
U1364,10.751,8.961,D,56
U1365,10.019,10.276,D,28
U1366,10.862,10.346,D,78
U1367,0.089,1.045,A,
U1368,3.368,4.214,B,21
U1369,2.484,4.753,B,34
U1370,4.701,3.574,B,66
U1371,10.047,10.255,D,67
U1372,1.152,0.594,A,37
U1373,-0.191,0.709,A,57
U1374,8.386,6.235,C,56
U1375,2.231,-0.13,A,40
U1376,7.045,6.962,C,31
U1377,8.353,7.356,C,29
U1378,1.586,0.334,A,36
U1379,0.421,1.266,A,34
U1380,10.043,10.168,D,18
U1381,3.739,3.978,B,70
U1382,-0.056,1.658,A,32
U1383,3.525,4.399,B,20
U1384,3.728,4.506,B,56
U1385,2.84,4.24,B,34
U1386,0.648,1.688,A,19
U1387,0.617,1.665,A,39
U1388,1.902,0.699,A,23
U1389,8.197,6.472,C,53
U1390,4.095,4.516,B,
U1391,7.67,6.87,C,70
U1392,1.724,0.823,A,28
U1393,0.96,1.79,A,57
U1394,8.609,10.222,D,48
U1395,1.252,0.131,A,59
U1396,10.115,9.767,D,42
U1397,0.679,1.754,A,53
U1398,8.878,6.161,C,20
U1399,4.384,4.253,B,38
U1400,3.661,4.02,B,21
U1401,10.2,10.186,D,62
U1402,10.85,9.858,D,18
U1403,3.112,4.358,B,30
U1404,0.33,1.359,A,68
U1405,0.696,1.162,A,30
U1406,6.433,8.431,C,35
U1407,6.155,7.637,C,28
U1408,5.879,8.203,C,32
U1409,4.664,3.807,B,79
U1410,4.938,3.779,B,19
U1411,9.686,9.741,D,34
U1412,3.851,4.489,B,47
U1413,10.66,9.709,D,37
U1414,4.708,3.774,B,
U1415,7.464,7.485,C,33
U1416,5.479,8.439,C,72
U1417,4.239,3.249,B,32
U1418,9.948,10.006,D,36
U1419,0.257,0.92,A,43
U1420,1.805,0.855,A,76
U1421,9.706,10.611,D,62
U1422,10.766,9.905,D,80
U1423,13.184,8.656,D,40
U1424,4.942,3.378,B,63
U1425,4.789,3.694,B,44
U1426,9.154,10.938,D,73
U1427,10.238,9.626,D,20
U1428,4.561,3.393,B,68
U1429,6.871,7.807,C,31
U1430,7.032,7.817,C,74
U1431,2.684,0.439,A,79
U1432,11.583,10.716,D,59
U1433,9.996,10.61,D,23
U1434,7.164,6.458,C,67
U1435,10.3,10.327,D,75
U1436,6.348,7.235,C,33
U1437,5.646,7.957,C,78
U1438,10.843,9.864,D,35
U1439,3.381,-0.002,A,66
U1440,10.366,9.964,D,
U1441,3.255,3.919,B,70
U1442,10.272,9.626,D,60
U1443,7.208,6.508,C,36
U1444,11.457,9.283,D,32
U1445,1.256,1.146,A,69
U1446,1.894,0.905,A,44
U1447,4.402,4.734,B,32
U1448,5.783,7.433,C,67
U1449,8.539,5.726,C,79
U1450,2.787,4.943,B,
U1451,3.335,3.997,B,53
U1452,0.871,1.417,A,27
U1453,-0.847,1.295,A,53
U1454,12.159,9.245,D,69
U1455,10.643,10.138,D,70
U1456,-0.041,1.802,A,62
U1457,-0.169,1.743,A,39
U1458,1.715,1.324,A,53
U1459,5.871,7.421,C,51
U1460,7.454,6.669,C,22
U1461,0.055,0.712,A,53
U1462,6.048,7.552,C,54
U1463,3.888,3.928,B,21
U1464,4.987,3.151,B,62
U1465,8.638,6.871,C,76
U1466,10.121,9.754,D,44
U1467,7.783,6.98,C,59
U1468,3.855,3.533,B,55
U1469,5.706,7.016,C,72
U1470,6.277,7.499,C,68
U1471,4.308,2.565,B,77
U1472,9.87,9.803,D,38
U1473,9.693,10.776,D,29
U1474,2.441,0.037,A,46
U1475,10.249,9.751,D,61
U1476,6.49,6.496,C,76
U1477,11.087,10.109,D,31
U1478,7.702,7.04,C,71
U1479,1.424,1.093,A,35
U1480,6.284,6.808,C,33
U1481,7.984,7.072,C,53
U1482,9.609,9.372,D,24
U1483,3.841,4.851,B,70
U1484,4.096,3.886,B,48
U1485,10.77,9.399,D,20
U1486,9.427,9.871,D,72
U1487,3.538,3.787,B,37
U1488,8.548,6.495,C,23
U1489,8.641,10.876,D,49
U1490,4.692,3.557,B,38
U1491,5.595,7.602,C,70
U1492,5.991,6.95,C,66
U1493,9.792,9.639,D,64
U1494,-0.756,0.789,A,61
U1495,6.437,7.088,C,62
U1496,1.99,0.931,A,71
U1497,12.19,8.878,D,54
U1498,9.648,9.958,D,57
U1499,1.961,5.183,B,49
U1500,4.478,8.819,C,46
U1501,3.432,3.801,B,33
U1502,-1.838,1.862,A,51
U1503,12.763,8.991,D,72
U1504,10.041,9.853,D,22
U1505,4.038,4.492,B,35
U1506,3.074,-0.754,A,77
U1507,6.359,6.885,C,60
U1508,4.665,4.178,B,37
U1509,2.56,4.695,B,24
U1510,0.585,1.304,A,23
U1511,0.345,1.512,A,52
U1512,4.638,3.392,B,44
U1513,0.197,1.505,A,65
U1514,4.752,2.988,B,49
U1515,5.067,3.27,B,55
U1516,4.521,3.651,B,79
U1517,9.703,10.052,D,50
U1518,8.903,10.323,D,19
U1519,1.203,0.51,A,22
U1520,6.124,7.315,C,65
U1521,1.986,0.334,A,
U1522,6.964,7.194,C,61
U1523,2.995,4.088,B,62
U1524,10.07,10.78,D,56
U1525,8.257,10.457,D,52
U1526,9.751,10.575,D,45
U1527,2.933,4.574,B,52
U1528,4.997,3.272,B,75
U1529,-0.212,1.159,A,66
U1530,3.855,4.19,B,25
U1531,7.594,6.744,C,56
U1532,9.962,5.959,C,67
U1533,3.679,4.162,B,53
U1534,9.819,10.265,D,56
U1535,3.738,5.296,B,68
U1536,0.298,1.704,A,52
U1537,6.702,6.761,C,53
U1538,4.784,3.857,B,42
U1539,7.622,6.343,C,40
U1540,3.054,-0.118,A,24
U1541,7.873,6.62,C,32
U1542,11.998,8.523,D,46
U1543,10.621,10.258,D,79
U1544,9.111,10.046,D,37
U1545,1.164,0.797,A,80
U1546,9.44,10.029,D,56
U1547,6.956,6.701,C,51
U1548,4.658,7.467,C,29
U1549,9.217,10.162,D,53
U1550,0.456,1.414,A,34
U1551,9.939,10.239,D,25
U1552,10.925,10.038,D,56
U1553,10.557,9.517,D,33
U1554,1.571,1.179,A,48
U1555,5.436,7.266,C,76
U1556,3.004,0.274,A,77
U1557,8.753,11.215,D,39
U1558,5.11,3.205,B,79
U1559,-1.659,2.034,A,49
U1560,0.86,0.801,A,62
U1561,4.547,3.154,B,24
U1562,10.995,9.89,D,
U1563,9.581,10.745,D,79
U1564,1.322,0.591,A,78
U1565,7.981,6.847,C,29
U1566,4.579,4.204,B,42
U1567,1.782,4.593,B,53
U1568,7.347,6.972,C,80
U1569,8.842,10.243,D,48
U1570,11.184,9.108,D,56
U1571,6.114,6.741,C,73
U1572,2.012,-0.066,A,55
U1573,8.102,12.006,D,35
U1574,5.367,7.333,C,73
U1575,6.403,7.276,C,68
U1576,5.074,3.763,B,53
U1577,8.095,6.229,C,52
U1578,8.004,6.607,C,54
U1579,2.481,4.945,B,48
U1580,10.084,10.366,D,72
U1581,1.319,0.465,A,75
U1582,6.16,7.103,C,48
U1583,7.567,11.666,D,23
U1584,2.022,1.071,A,36
U1585,10.022,9.782,D,62
U1586,7.277,7.151,C,64
U1587,11.002,9.248,D,
U1588,0.118,1.089,A,46
U1589,8.498,11.505,D,55
U1590,4.28,4.116,B,45
U1591,7.198,6.963,C,61
U1592,2.76,3.806,B,63
U1593,3.388,5.505,B,
U1594,0.358,2.046,A,42
U1595,3.242,5.145,B,68
U1596,6.258,7.928,C,24
U1597,12.17,9.034,D,19
U1598,7.094,6.288,C,74
U1599,9.195,6.144,C,68
U1600,10.63,9.526,D,75
U1601,9.455,10.197,D,79
U1602,9.054,5.434,C,41
U1603,6.939,6.893,C,21
U1604,3.519,4.312,B,26
U1605,10.099,10.199,D,75
U1606,1.497,0.494,A,55
U1607,6.996,5.961,C,42
U1608,1.836,0.723,A,75
U1609,9.715,10.146,D,57
U1610,0.35,1.274,A,57
U1611,3.17,4.547,B,53
U1612,4.446,4.212,B,66
U1613,10.846,10.587,D,30
U1614,5.039,3.956,B,42
U1615,-0.54,1.784,A,67
U1616,10.684,8.755,D,72
U1617,7.25,6.69,C,31
U1618,4.452,3.958,B,47
U1619,4.017,4.106,B,25
U1620,7.422,6.893,C,76
U1621,0.179,1.234,A,42
U1622,0.144,1.846,A,60
U1623,8.096,6.303,C,54
U1624,4.331,3.797,B,65
U1625,4.371,4.32,B,27
U1626,8.69,11.343,D,51
U1627,4.943,3.789,B,64
U1628,5.482,3.389,B,60
U1629,0.363,1.472,A,48
U1630,6.634,6.831,C,26
U1631,5.888,3.981,B,30
U1632,6.983,7.308,C,53
U1633,10.119,9.07,D,24
U1634,8.977,6.56,C,63
U1635,7.726,6.784,C,38
U1636,8.523,5.271,C,31
U1637,5.762,8.2,C,68
U1638,4.214,4.052,B,67
U1639,5.043,8.097,C,21
U1640,5.43,3.127,B,57
U1641,3.058,0.168,A,72
U1642,6.642,6.683,C,61
U1643,1.471,1.326,A,34
U1644,5.105,8.477,C,22
U1645,5.755,7.032,C,29
U1646,6.301,2.489,B,
U1647,0.948,0.864,A,44
U1648,8.544,10.412,D,79
U1649,6.615,7.095,C,23
U1650,3.738,4.468,B,46
U1651,2.796,4.912,B,54
U1652,0.32,0.992,A,38
U1653,-0.653,1.22,A,37
U1654,2.074,0.45,A,20
U1655,7.977,7.164,C,78
U1656,2.95,3.768,B,38
U1657,7.658,6.601,C,37
U1658,10.251,9.426,D,51
U1659,0.522,1.493,A,26
U1660,2.434,4.691,B,36
U1661,1.976,0.893,A,55
U1662,7.622,7.159,C,38
U1663,4.756,3.313,B,76
U1664,2.431,1.384,A,75
U1665,6.48,7.002,C,
U1666,1.872,0.27,A,33
U1667,10.058,10.166,D,74
U1668,10.927,10.656,D,58
U1669,10.23,9.245,D,18
U1670,10.963,9.451,D,38
U1671,11.553,8.882,D,69
U1672,7.984,6.578,C,69
U1673,0.204,1.121,A,67
U1674,10.555,9.389,D,44
U1675,1.371,0.215,A,21
U1676,-0.775,1.204,A,43
U1677,7.493,6.61,C,32
U1678,6.095,6.822,C,19
U1679,9.06,10.239,D,35
U1680,4.545,4.405,B,78
U1681,1.551,0.729,A,51
U1682,0.838,1.692,A,36
U1683,10.608,9.961,D,51
U1684,11.351,8.638,D,18
U1685,3.548,4.916,B,25
U1686,6.193,7.541,C,35
U1687,3.911,4.048,B,64
U1688,6.004,7.294,C,62
U1689,1.538,0.977,A,32
U1690,0.686,1.244,A,72
U1691,4.646,4.024,B,29
U1692,8.7,11.405,D,28
U1693,3.833,3.953,B,80
U1694,5.765,2.706,B,46
U1695,0.296,0.637,A,68
U1696,1.902,0.656,A,27
U1697,9.312,10.853,D,30
U1698,10.326,10.466,D,30
U1699,6.11,7.939,C,61
U1700,7.922,6.425,C,79
U1701,9.486,10.698,D,65
U1702,2.129,1.177,A,42
U1703,5.869,7.271,C,48
U1704,9.141,5.937,C,43
U1705,6.596,6.939,C,31
U1706,10.093,9.764,D,32
U1707,7.521,6.358,C,46
U1708,4.444,4.449,B,50
U1709,10.45,9.999,D,48
U1710,1.765,0.277,A,20
U1711,8.567,10.718,D,38
U1712,6.862,7.754,C,74
U1713,1.621,0.891,A,31
U1714,4.247,3.647,B,18
U1715,8.558,9.833,D,47
U1716,2.618,4.574,B,43
U1717,9.539,10.074,D,20
U1718,10.113,9.386,D,69
U1719,7.306,6.779,C,39
U1720,9.473,10.413,D,60
U1721,7.271,7.37,C,45
U1722,1.694,0.656,A,34
U1723,8.306,6.207,C,35
U1724,5.269,3.338,B,71
U1725,1.27,1.373,A,31
U1726,7.151,6.788,C,37
U1727,8.92,9.889,D,59
U1728,7.157,6.727,C,29
U1729,6.738,7.142,C,47
U1730,0.61,4.707,B,56
U1731,6.864,7.105,C,39
U1732,3.615,4.4,B,47
U1733,3.521,4.224,B,76
U1734,4.273,4.428,B,60
U1735,3.169,4.247,B,71
U1736,7.209,7.832,C,77
U1737,10.702,9.593,D,62
U1738,10.745,10.86,D,36
U1739,8.937,10.403,D,72
U1740,3.993,4.416,B,72
U1741,4.582,4.316,B,63
U1742,4.166,4.043,B,45
U1743,10.352,9.555,D,78
U1744,2.029,-0.396,A,64
